,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DP10,DP11,DP12,DP13,DP14,DP15,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DW10,DW11,DW12,DW13,DW14,DW15,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12,CP13,CP14,CP15,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,CW9,CW10,CW11,CW12,CW13,CW14,CW15
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae|g__Rivularia PCC-7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae|g__Saccharofermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20E-05,1.28E-05,0,1.14E-05,0,4.59E-06,4.12E-06,0,0.0001044,0.000102,4.53E-05,0.000147166,0.000271054,0.000284441,4.93E-05,3.80E-05,0,1.50E-05,2.98E-05,0,0,0,1.87E-05,4.04E-05,6.29E-05,0.000214299,0.0002408,0.0001551,0.000192329
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta,0.000179704,0.000248167,0.000266751,0,2.82E-05,7.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,2.60E-05,3.50E-05,0,0,0,1.03E-05,0,0,0,3.53E-05,0,0,6.14E-05,1.18E-05,3.65E-05,3.23E-05,8.77E-06,1.63E-05,0.0001083,2.38E-05,9.62E-06,3.36E-05,3.55E-05,8.14E-05,3.20E-05,0.000221783,7.28E-05,6.74E-06,1.34E-05,7.01E-06,0,5.16E-05,0,0,3.09E-05,0,3.05E-05,6.26E-05,6.80E-05,0.000111951,2.73E-05,5.85E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Sphaerisporangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,9.17E-06,9.99E-06,5.45E-05,1.91E-06,7.76E-06,2.81E-05,2.02E-05,2.14E-05,1.70E-05,2.53E-05,2.44E-05,3.22E-05,1.79E-05,4.79E-05,8.37E-05,0.000108429,0.000117196,0.000178446,8.92E-05,0.000140185,0.000133964,0.000181,0.000203305,0.000108812,0.000104156,2.50E-05,5.14E-05,0.000105343,0.000131756
k__Eukaryota|p__Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Malus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23E-05,0.000100268,2.07E-05,0.000126229,3.71E-05,2.34E-05,1.90E-05,7.75E-05,7.81E-05,2.53E-05,1.10E-05,0,7.09E-05,2.35E-05,0,1.79E-05,8.13E-06,6.32E-05,4.00E-05,9.96E-05,0.000167163,6.92E-05,1.16E-05,1.72E-05,4.87E-05,0,0.000299585,0.000215632,1.13E-05,0.000384394
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Pyramimonas parkeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90E-05,5.90E-05,6.36E-05,0,0,0,0,3.11E-05,0,2.41E-05,0,1.23E-05,4.56E-05,5.11E-05,2.04E-05,1.83E-05,0,1.24E-05,0,0,0,0,0,1.39E-05,3.98E-05,3.67E-05,2.92E-05,5.11E-05,4.32E-05,7.69E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74E-05,6.83E-06,2.23E-05,2.40E-05,0,2.36E-06,8.26E-06,1.26E-05,4.04E-06,0.0001195,0.0001384,0.0001071,0.000147993,0.000154049,0.0001102,0,0,6.87E-06,0,2.04E-05,6.99E-06,2.66E-05,2.15E-05,3.42E-05,0.000298257,0.000186552,0.000102847,0.000139102,8.01E-05,0.000287684
k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__Acidobacteriales|f__Acidobacteriaceae (Subgroup 1)|g__Edaphobacter,1.45E-05,0,1.00E-05,9.09E-06,0,0,2.43E-05,1.54E-05,1.62E-06,0,1.44E-06,1.71E-05,1.44E-06,4.14E-05,4.31E-06,0.000119039,0.000204582,8.06E-05,6.74E-05,0.000118935,0.000118661,0.000149875,0.000119164,0.000124344,0.000194916,0.000149503,0.000269192,5.43E-05,7.56E-05,9.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Levilinea,0,2.08E-05,2.48E-05,6.63E-05,5.85E-05,5.50E-05,1.74E-05,3.52E-05,1.36E-05,3.12E-05,4.00E-05,3.77E-05,9.37E-05,0.000112965,4.81E-05,2.67E-06,0,0,0,0,0,0,0,0,0,1.08E-05,0,0,0,0,4.31E-05,4.55E-05,3.94E-05,6.32E-05,7.19E-06,2.06E-05,5.95E-05,7.21E-05,6.08E-05,1.95E-05,4.39E-05,0.000103834,4.98E-05,2.52E-05,7.16E-06,1.20E-05,2.44E-05,4.63E-05,0,4.30E-05,7.56E-05,5.09E-05,1.61E-05,4.39E-05,3.32E-05,2.57E-05,4.83E-06,0.000189533,7.49E-05,0.000114208
k__Bacteria|p__Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Holophaga,9.28E-05,3.98E-05,5.02E-05,0.000135564,0.000141152,0.000116153,1.33E-05,4.75E-05,2.45E-05,1.08E-05,7.73E-06,2.09E-05,4.55E-05,0,4.57E-05,2.64E-05,0,0,2.41E-05,3.72E-05,1.71E-05,4.90E-05,1.53E-05,1.38E-05,0,3.18E-05,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133602,0.000279281,0.000190113,5.53E-05,6.36E-05,6.89E-05,6.48E-06,2.81E-05,3.64E-05,4.43E-05,5.51E-05,3.58E-05,6.27E-05,4.69E-05,4.38E-05,1.77E-05,6.07E-05,1.11E-05,2.83E-05,7.85E-05,2.89E-05,0.00010055,4.75E-05,9.49E-05,3.51E-05,0.000122971,5.36E-05,0.000102633,5.08E-05,9.96E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Entomoplasmatales|f__type III|g__,0.000182114,0.00014858,0.000138886,0.000336818,0.000434327,0.000477213,6.85E-05,3.59E-05,4.83E-05,1.84E-06,5.76E-06,1.81E-05,2.97E-05,2.94E-05,9.18E-06,0,0,0,0,1.91E-05,0,1.36E-05,1.28E-05,1.05E-05,1.89E-05,0,1.14E-05,1.67E-05,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,0,0,0,8.39E-05,3.90E-05,0.000162874,0.000143107,0.000183476,0.000100749,0.000561458,0.000207738,0.000186235,0.000139068,0.000103559,0.000168161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Parvularculaceae|g__Amphiplicatus,1.60E-05,3.08E-05,3.77E-05,0.000101,7.54E-05,8.71E-05,0.000178966,0.0001228,0.000133126,0.000452272,0.0001491,0.0001531,7.89E-05,0.0001018,0.0001097,1.12E-05,1.59E-05,0,0,3.26E-05,3.99E-05,2.36E-06,2.28E-05,1.59E-05,1.11E-05,3.52E-05,0,2.22E-05,1.07E-05,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate|g__Bacillaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Streptophyta|c__Zygnemophyceae|o__Zygnemophyceae_X|f__Zygnemophyceae_XX|g__Euastrum,5.30E-05,8.13E-05,4.31E-05,7.84E-05,0.000107104,3.75E-05,7.19E-05,9.91E-06,0.000184841,3.12E-05,2.21E-05,5.07E-05,2.27E-05,0.000102602,8.10E-05,2.17E-05,3.85E-05,0.000149462,0.000112233,0.00013766,3.88E-05,5.29E-05,0.00011813,0.0001093,8.90E-05,3.47E-05,2.56E-05,3.91E-05,7.03E-05,4.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Thermotaleaceae|g__Crassaminicella,9.57E-06,1.21E-05,1.88E-06,4.91E-05,4.00E-05,2.78E-05,6.73E-05,4.49E-05,3.35E-06,0.000233759,3.27E-05,2.50E-05,5.82E-05,6.93E-05,5.61E-05,0,4.89E-06,0,0,0,0,9.89E-06,2.29E-05,2.41E-05,3.88E-05,5.52E-06,0,3.41E-05,0,4.47E-05,3.94E-06,0,1.32E-06,0,0,0,0,2.22E-05,0,0,2.46E-06,0,0,0,1.09E-05,0,4.47E-05,9.11E-05,0,1.00E-05,5.27E-05,8.27E-05,5.31E-05,3.00E-05,1.14E-05,2.23E-05,0,4.65E-05,2.48E-05,0
k__Eukaryota|p__Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium,0,0,0,5.76E-05,9.19E-05,6.20E-05,0.000101742,5.29E-05,0.000129211,0,1.73E-05,0,0,0,0,1.51E-05,0,0,0,3.38E-06,0,0,0,0,0,0,0,0,0,0,7.61E-06,2.54E-05,0,7.74E-05,5.11E-05,2.86E-05,0,0.000135136,0,0,0.000220092,5.20E-05,0,0,0,0,9.00E-06,1.22E-05,0,1.42E-05,0,0,0,0,0,2.46E-06,0,0,0,0
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Limisphaera,4.30E-05,4.14E-05,2.06E-05,0.000150374,4.52E-05,5.91E-05,0.00018752,0.000112381,0.000147549,0.000197905,0.000159342,0.000198014,7.05E-05,0.000198056,0.000185739,3.04E-06,3.92E-05,7.16E-06,0,3.71E-05,6.97E-06,2.69E-05,1.33E-05,3.61E-06,1.34E-05,3.91E-05,3.11E-05,1.09E-05,0,4.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Shuttleworthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Polar-centric-Mediophyceae|g__Discostella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50E-05,2.74E-05,0.000103346,2.76E-05,4.23E-05,0.000139099,0.000103984,3.25E-05,0.000144829,0.000155968,0.000137071,0.000105002,5.81E-05,5.35E-05,1.73E-05,1.82E-05,6.56E-05,6.61E-05,2.51E-05,4.89E-05,6.22E-05,2.43E-05,1.52E-05,0,6.32E-05,0.000132112,0.000223529,0,4.60E-05,2.22E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Trachelium caeruleum|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10E-05,0.000239204,9.38E-05,5.60E-05,6.90E-06,8.22E-06,0,0,0,0,0,0,1.18E-05,4.72E-05,0,0,0.000203149,0.000276866,0.000164516,0,2.53E-06,0,0,1.65E-05,0,3.43E-05,6.85E-06,0
k__Eukaryota|p__Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_Group-1|g__Stygamoeba,3.97E-05,5.69E-05,5.74E-05,2.23E-05,5.37E-05,1.48E-05,0.000125025,0.000117116,0.000162834,9.53E-05,8.81E-05,0.000157697,0.000108903,0.000185223,0.00018335,2.08E-05,2.76E-05,3.90E-05,4.81E-05,2.24E-05,6.09E-05,3.59E-05,2.50E-05,5.43E-05,0,4.84E-05,5.82E-05,7.20E-05,4.88E-05,9.67E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Fungi|c__Ascomycota|o__Pezizomycotina|f__Eurotiomycetes|g__Aspergillus,7.28E-06,4.32E-06,1.75E-05,2.36E-05,1.13E-05,1.37E-05,2.68E-05,2.85E-05,3.92E-05,7.03E-05,1.62E-05,2.47E-05,4.13E-05,2.38E-05,3.14E-05,0,4.87E-06,8.98E-06,1.83E-05,5.57E-05,0,8.67E-06,2.12E-05,9.04E-06,0,1.15E-05,1.02E-05,4.87E-06,0,5.78E-06,1.07E-05,0,2.47E-05,0,0,0,8.49E-06,0,2.50E-05,0.0001013,2.06E-05,2.22E-05,0,1.96E-05,0,3.46E-05,2.85E-05,0,0.000106345,5.33E-05,4.75E-05,2.07E-05,0,0,0.00012944,0.000219332,0.000123208,5.73E-05,4.23E-05,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Guillardia theta|g__,0.000107426,0.000212077,0.0001178,5.12E-05,4.63E-05,0.000187595,0.000199819,0.000107883,5.68E-05,2.08E-05,2.34E-05,4.83E-05,7.05E-05,0.000195919,0.00014594,2.74E-05,2.74E-05,6.55E-05,2.72E-05,9.01E-05,3.01E-05,0,7.74E-06,4.55E-05,4.99E-05,6.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Clostridioides,1.63E-05,1.41E-05,2.97E-05,5.25E-05,3.41E-05,6.02E-05,3.55E-05,3.33E-05,3.51E-05,6.02E-05,4.73E-05,4.91E-05,1.26E-05,9.46E-05,7.83E-05,1.35E-05,2.51E-06,1.09E-05,6.39E-05,0,1.47E-05,2.32E-05,2.73E-05,9.01E-06,4.89E-05,0,4.69E-05,1.03E-05,8.50E-06,1.75E-05,4.47E-05,3.90E-05,4.60E-05,2.10E-05,0,1.53E-05,1.51E-05,2.68E-05,3.50E-05,1.83E-05,2.76E-05,1.84E-05,2.88E-05,3.48E-05,4.22E-05,0,9.37E-05,0,1.92E-05,0,2.52E-05,4.54E-05,6.53E-05,5.01E-05,5.77E-05,5.83E-05,6.72E-05,7.43E-05,3.30E-05,7.21E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ferrovaceae|g__Ferrovum,2.28E-05,0,1.75E-05,0.000151337,9.53E-05,0.000293829,0.000127204,0.000142998,9.76E-05,0.000430963,4.22E-05,0.000180083,9.46E-05,7.97E-05,0.000137252,0,1.42E-05,0,2.94E-06,2.21E-05,8.35E-06,5.23E-06,1.06E-05,0,6.47E-06,0,1.99E-05,0,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19E-06,6.49E-06,7.18E-06,1.15E-05,4.05E-05,4.60E-05,2.15E-05,2.69E-05,2.99E-05,8.82E-05,0.00011,7.85E-05,0.000149175,0.0001757,0.00026438,0,0,6.40E-06,4.05E-06,4.51E-05,4.02E-06,0,3.57E-06,1.42E-05,0.000235454,0.0001087,0.0001002,4.70E-05,0.000259565,0.0001241
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Leptolyngbyales|f__Leptolyngbyaceae|g__Calothrix KVSF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114172,6.44E-05,8.06E-05,2.28E-05,0.00012478,8.90E-05,1.85E-05,0.00025485,0.000149556,0.000147411,8.77E-05,7.27E-05,2.15E-05,4.88E-05,5.26E-05,8.09E-05,7.58E-05,4.73E-05,4.62E-05,5.66E-05,9.52E-05,3.54E-05,1.52E-05,4.79E-05,2.18E-05,8.58E-05,7.04E-06,0,1.54E-05,1.53E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__DSSD61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Spizellomyces,0,9.67E-06,1.58E-05,1.61E-06,3.84E-05,3.39E-05,7.43E-05,9.28E-05,0.00010156,0.000293247,0.0002662,0.000232314,7.85E-05,0.000217192,0.000197443,5.98E-05,9.45E-06,3.42E-05,5.56E-05,0,1.96E-05,8.58E-06,8.23E-06,0,7.44E-06,5.58E-05,2.77E-05,1.08E-05,1.21E-05,2.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pediastrum angulosum|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33E-05,2.57E-05,1.77E-05,0.000112445,9.92E-05,2.30E-05,8.58E-05,8.58E-05,0.000116158,2.15E-05,2.21E-05,8.93E-05,4.64E-05,7.05E-05,3.79E-05,7.33E-05,8.74E-05,3.83E-05,4.82E-05,9.18E-05,5.69E-05,4.34E-05,0.000102412,8.24E-05,0.000101247,0.000100018,0.000151458,4.45E-05,4.22E-05,1.31E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__eub62A3|f__|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50E-06,0,0.000131273,2.84E-05,0.000292326,0,2.26E-05,0,0,0,0,1.57E-05,2.64E-05,0,1.69E-06,0,0,0,0,0,2.01E-06,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Oophila amblystomatis|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Riquetophycus sp. HSY-2014a,3.71E-05,2.68E-05,5.06E-06,1.71E-05,0,0,0.000228215,9.93E-05,0.000199419,2.62E-05,0.000109407,0.000104362,1.21E-05,3.47E-05,2.31E-05,4.05E-05,4.14E-05,1.81E-05,6.52E-05,0,2.80E-05,1.76E-06,1.70E-05,1.07E-06,2.36E-05,1.52E-05,1.83E-05,4.64E-05,8.14E-05,7.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Rhombocystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__,4.67E-05,2.89E-05,3.13E-05,3.65E-05,3.75E-05,1.31E-05,1.57E-06,2.59E-05,1.67E-05,2.46E-05,2.22E-05,1.54E-05,4.43E-05,3.02E-05,3.33E-05,6.14E-05,8.39E-05,9.21E-05,0.000112929,9.93E-05,0.000101291,7.86E-05,7.53E-05,7.70E-05,6.06E-05,6.68E-05,8.10E-05,0.000228061,0.000174603,0.000163626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae|g__Neovahlkampfiidae_X,0,0,0,6.53E-06,2.90E-05,3.66E-05,0.000563179,0.000255649,0.0001215,0.0001233,0.0001169,8.41E-05,0.0001495,3.34E-05,0.0001557,0,0,0,0,0,5.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosarchaeum,2.24E-06,7.43E-06,9.54E-06,1.92E-05,9.13E-06,4.29E-05,1.78E-05,2.57E-05,3.05E-05,6.28E-06,4.24E-05,2.47E-05,2.57E-05,2.50E-05,1.42E-05,0,0,0,6.88E-06,0,0,0,0,8.78E-07,0,1.87E-05,0,1.14E-05,0,9.23E-06,2.31E-05,3.86E-05,1.56E-05,1.53E-05,1.30E-05,3.20E-05,2.57E-05,0.000105446,6.72E-06,5.72E-05,4.50E-05,9.14E-05,4.33E-05,1.89E-05,8.26E-05,2.02E-05,0,1.48E-05,2.85E-05,2.58E-05,0,0,8.63E-06,0,1.10E-05,7.25E-06,4.55E-05,0,8.09E-06,7.05E-05
k__Eukaryota|p__Ciliophora|c__Prostomatea_3|o__Prostomatea_3_X|f__Holophryidae|g__Holophryidae_X,6.62E-05,2.53E-05,0.00012523,5.26E-05,0.000217148,0.0001,4.21E-06,4.88E-05,4.84E-05,1.06E-05,1.01E-05,9.15E-06,2.29E-05,8.34E-05,4.82E-05,1.01E-05,1.06E-05,2.80E-05,1.76E-05,1.63E-05,8.00E-06,0,1.36E-05,3.66E-05,2.78E-05,3.74E-05,2.52E-05,0,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena tristella|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50E-05,0.0001372,4.76E-05,4.07E-05,5.61E-05,3.90E-05,3.02E-05,4.82E-05,7.64E-05,5.39E-05,6.26E-05,0.0001283,0.000363846,0.0001417,0.0001176,0,3.09E-05,0,6.33E-05,2.38E-05,4.11E-05,1.51E-06,7.08E-05,1.87E-05,0.0001331,8.06E-05,8.88E-05,0,1.39E-05,0
k__Eukaryota|p__Cercozoa|c__Endomyxa|o__Vampyrellida|f__Leptophryidae|g__Platyreta,4.94E-05,2.74E-05,2.36E-05,7.28E-05,4.47E-05,5.39E-05,4.24E-05,4.44E-05,1.78E-05,5.97E-05,0,1.93E-05,0,7.43E-05,7.17E-05,6.09E-05,2.39E-05,3.60E-05,3.45E-05,9.49E-05,0.000166922,7.06E-05,8.20E-05,9.64E-05,0,0,9.06E-06,8.52E-05,0,2.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Leptolyngbyales|f__Leptolyngbyaceae|g__Leptolyngbya ANT.L52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Chlorophyta|c__Trebouxiophyceae|o__Chlorellales|f__Chlorellales_X|g__Mucidosphaerium,4.58E-06,2.98E-06,5.25E-06,0,0,0,0,2.20E-05,1.68E-05,1.48E-05,3.85E-06,1.18E-05,0,6.43E-06,4.34E-06,4.15E-06,0,3.00E-06,0,0,2.13E-05,0.000118574,0.000138596,3.75E-05,0.000164692,2.21E-05,3.40E-05,2.73E-05,7.88E-05,0.000122127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfococcaceae|g__Desulfonema,0,1.79E-05,1.24E-05,0.000196255,0.000115853,0.00024707,0.000131528,0.000134576,4.10E-05,0.000331642,5.55E-05,0.000148701,0.000163445,5.80E-05,0.000120798,0,0,2.10E-05,1.14E-05,0,1.27E-05,0,1.19E-05,0,3.43E-05,2.42E-05,1.87E-05,1.56E-05,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
