,Kingdom,Phylum1,Phylum,Class,Order,Family,Genus,Species
CJ_k141_13447,Bacteria,Gemmatimonadota,Bacteria_Gemmatimonadota,C__Gemmatimonadetes,O__Gemmatimonadales,F__Gemmatimonadaceae,G__uncultured,S__
CJ_k141_13448,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Microgenomatia,O__Candidatus Woesebacteria,F__uncultured Microgenomates group bacterium,G__uncultured Microgenomates group bacterium_X sp.,S__
CJ_k141_13454,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__
CJ_k141_13487,Bacteria,Gemmatimonadota,Bacteria_Gemmatimonadota,C__Gemmatimonadetes,O__Gemmatimonadales,F__Gemmatimonadaceae,G__uncultured,S__
CJ_k141_13494,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Crocinitomicaceae,G__Fluviicola,S__
CJ_k141_13498,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Anaerospora,S__
CJ_k141_1352,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Pseudanabaenales,F__Pseudanabaenaceae,G__Pseudanabaena PCC-6802,S__
CJ_k141_13524,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13528,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Thermoleophilia,O__Gaiellales,F__uncultured,G__uncultured bacterium,S__
CJ_k141_13531,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Vogelbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_1354,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__Planctomycetes,O__Pirellulales,F__Pirellulaceae,G__uncultured,S__
CJ_k141_13561,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13570,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Dinobryon sp. LO226KS,G__Dinobryon sp. LO226KS_X sp.,S__
CJ_k141_13597,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Sphingobacteriales,F__AKYH767,G__uncultured bacterium,S__
CJ_k141_13607,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13611,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Paracaedibacterales,F__Paracaedibacteraceae,G__Candidatus Paracaedibacter,S__
CJ_k141_13614,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Holosporales,F__Holosporaceae,G__uncultured,S__
CJ_k141_13624,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Saccharimonadia,O__Saccharimonadales,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13631,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Oligoflexia,O__0319-6G20,F__uncultured soil bacterium,G__uncultured soil bacterium_X sp.,S__
CJ_k141_1366,Bacteria,Deferrisomatota,Bacteria_Deferrisomatota,C__Defferrisomatia,O__Defferrisomatales,F__Defferrisomataceae,G__Deferrisoma,S__
CJ_k141_13669,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Pedosphaerales,F__Pedosphaeraceae,G__uncultured Verrucomicrobia bacterium,S__
CJ_k141_1367,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Oligoflexia,O__Oligoflexales,F__Oligoflexaceae,G__uncultured,S__
CJ_k141_13726,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13732,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Cyanobacteriales,F__Microcystaceae,G__Synechocystis PCC-6803,S__
CJ_k141_13733,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Saccharimonadia,O__Saccharimonadales,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13739,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Kaiserbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13749,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Bdellovibrionia,O__Bdellovibrionales,F__Bdellovibrionaceae,G__Bdellovibrio,S__
CJ_k141_1375,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_13751,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13755,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Verrucomicrobiales,F__Verrucomicrobiaceae,G__uncultured,S__
CJ_k141_13759,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Bdellovibrionia,O__Bdellovibrionales,F__Bdellovibrionaceae,G__Bdellovibrio,S__
CJ_k141_13762,Archaea,Nanoarchaeota,Archaea_Nanoarchaeota,C__Nanoarchaeia,O__Woesearchaeales,F__uncultured archaeon,G__uncultured archaeon_X sp.,S__
CJ_k141_13764,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Pedinomonas sp. UTEX 'LB 1027',G__Pedinomonas sp. UTEX 'LB 1027'_X sp.,S__
CJ_k141_13767,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Sphingobacteriales,F__Lentimicrobiaceae,G__uncultured Bacteroidetes bacterium,S__
CJ_k141_13768,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Rhodocyclaceae,G__Thauera,S__
CJ_k141_13770,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_13773,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Kiritimatiellae,O__Kiritimatiellales,F__Kiritimatiellaceae,G__MSBL3,S__
CJ_k141_13774,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Chlamydiae,O__Chlamydiales,F__Parachlamydiaceae,G__Parachlamydia,S__
CJ_k141_13779,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__uncultured,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13780,Archaea,Nanoarchaeota,Archaea_Nanoarchaeota,C__Nanoarchaeia,O__Woesearchaeales,F__uncultured archaeon,G__uncultured archaeon_X sp.,S__
CJ_k141_13794,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__uncultured,S__
CJ_k141_13811,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Ziziphus jujuba,G__Ziziphus jujuba_X sp.,S__
CJ_k141_13814,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Oligoflexia,O__Oligoflexales,F__Oligoflexaceae,G__Pseudobacteriovorax,S__
CJ_k141_13822,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Gossypium barbadense (sea-island cotton),G__Gossypium barbadense (sea-island cotton)_X sp.,S__
CJ_k141_13823,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Micrococcales,F__Micrococcaceae,G__Pseudarthrobacter,S__
CJ_k141_13826,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Mycoplasmatales,F__Mycoplasmataceae,G__Mycoplasma,S__
CJ_k141_13833,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Beijerinckiaceae,G__Methylobacterium-Methylorubrum,S__
CJ_k141_13840,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_13846,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_13848,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Cytophagales,F__Hymenobacteraceae,G__Pontibacter,S__
CJ_k141_1385,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_1386,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Caldilineales,F__Caldilineaceae,G__uncultured,S__
CJ_k141_13861,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__uncultured phototrophic eukaryote,G__uncultured phototrophic eukaryote_X sp.,S__
CJ_k141_13867,Bacteria,Desulfobacterota,Bacteria_Desulfobacterota,C__Desulfuromonadia,O__Desulfuromonadales,F__Geothermobacteraceae,G__Geothermobacter,S__
CJ_k141_13878,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Mycoplasmatales,F__Mycoplasmataceae,G__Mycoplasma,S__
CJ_k141_13880,Bacteria,Desulfobacterota,Bacteria_Desulfobacterota,C__Desulfobacteria,O__Desulfobacterales,F__Desulfosarcinaceae,G__Sva0081 sediment group,S__
CJ_k141_13887,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_13890,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_13899,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured organism,S__
CJ_k141_13906,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__
CJ_k141_13925,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Paludibacteraceae,G__Paludibacter,S__
CJ_k141_13928,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_13932,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Saccharimonadia,O__Saccharimonadales,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13960,Bacteria,Marinimicrobia (SAR406 clade),Bacteria_Marinimicrobia (SAR406 clade),C__uncultured marine bacterium,O__uncultured marine bacterium_X,F__uncultured marine bacterium_XX,G__uncultured marine bacterium_XXX sp.,S__
CJ_k141_1397,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Anaerospora,S__
CJ_k141_1398,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Bdellovibrionia,O__Bdellovibrionales,F__Bdellovibrionaceae,G__OM27 clade,S__
CJ_k141_13990,Bacteria,Dependentiae,Bacteria_Dependentiae,C__Babeliae,O__Babeliales,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13998,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_14,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Synechococcales,F__Cyanobiaceae,G__Cyanobium PCC-6307,S__
CJ_k141_14000,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Neisseriaceae,G__Neisseria,S__
CJ_k141_14014,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Chitinophagales,F__Saprospiraceae,G__uncultured,S__
CJ_k141_14016,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14018,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Nitrosococcales,F__Nitrosococcaceae,G__wb1-P19,S__
CJ_k141_14019,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Paenibacillales,F__Paenibacillaceae,G__Paenibacillus,S__
CJ_k141_14039,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__
CJ_k141_1404,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_14046,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14047,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Nitzschia palea,G__Nitzschia palea_X sp.,S__
CJ_k141_14054,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__uncultured,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_14055,Bacteria,Desulfobacterota,Bacteria_Desulfobacterota,C__Syntrophia,O__Syntrophales,F__Syntrophaceae,G__Syntrophus,S__
CJ_k141_1406,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__ABY1,O__Candidatus Kuenenbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_14069,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,S__
CJ_k141_14077,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Kaiserbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_1408,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Verrucomicrobiales,F__DEV007,G__uncultured bacterium,S__
CJ_k141_14082,Bacteria,Latescibacterota,Bacteria_Latescibacterota,C__uncultured bacterium,O__uncultured bacterium_X,F__uncultured bacterium_XX,G__uncultured bacterium_XXX sp.,S__
CJ_k141_14085,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Prolixibacteraceae,G__Sunxiuqinia,S__
CJ_k141_14086,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Lachnospirales,F__Lachnospiraceae,G__Blautia,S__
CJ_k141_14119,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Rhodocyclaceae,G__Dechloromonas,S__
CJ_k141_1413,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__Phycisphaerae,O__Phycisphaerales,F__Phycisphaeraceae,G__CL500-3,S__
CJ_k141_14131,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Nitrosomonadaceae,G__MND1,S__
CJ_k141_14156,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Chitinophagales,F__Chitinophagaceae,G__Ferruginibacter,S__
CJ_k141_14162,Bacteria,Marinimicrobia (SAR406 clade),Bacteria_Marinimicrobia (SAR406 clade),C__uncultured marine bacterium,O__uncultured marine bacterium_X,F__uncultured marine bacterium_XX,G__uncultured marine bacterium_XXX sp.,S__
CJ_k141_14164,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Izemoplasmatales,F__Izemoplasmataceae,G__uncultured bacterium,S__
CJ_k141_14173,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Triticum aestivum (bread wheat),G__Triticum aestivum (bread wheat)_X sp.,S__
CJ_k141_14187,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Microgenomatia,O__Candidatus Roizmanbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_14189,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Chitinophagales,F__Chitinophagaceae,G__Dinghuibacter,S__
CJ_k141_1419,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14194,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__Phycisphaerae,O__MSBL9,F__SG8-4,G__uncultured bacterium,S__
CJ_k141_14229,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__NS9 marine group,G__uncultured marine bacterium,S__
CJ_k141_14232,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14250,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_14258,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__
CJ_k141_14283,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Trachelomonas sp. Nogok101407B,G__Trachelomonas sp. Nogok101407B_X sp.,S__
CJ_k141_14297,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Mycoplasmatales,F__Mycoplasmataceae,G__Mycoplasma,S__
CJ_k141_14299,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14310,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Lachnospirales,F__Lachnospiraceae,G__Epulopiscium,S__
CJ_k141_14315,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Heterosigma akashiwo,S__
CJ_k141_14316,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Fokiniaceae,G__MD3-55,S__
CJ_k141_14319,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Selenomonadaceae,G__Selenomonas,S__
CJ_k141_14322,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Chlorella heliozoae,S__
CJ_k141_14336,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Xanthomonas,S__
CJ_k141_14353,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_14356,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Bacteroidetes vadinHA17,G__uncultured bacterium,S__
CJ_k141_14369,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Acetobacterales,F__Acetobacteraceae,G__Rhodovastum,S__
CJ_k141_14387,Bacteria,Desulfobacterota,Bacteria_Desulfobacterota,C__Desulfuromonadia,O__PB19,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_14397,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Rhodocyclaceae,G__Dechloromonas,S__
CJ_k141_1440,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Oligoflexia,O__Silvanigrellales,F__Silvanigrellaceae,G__Silvanigrella,S__
CJ_k141_14413,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__AB1,G__uncultured marine bacterium,S__
CJ_k141_14417,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_14418,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Triticum aestivum (bread wheat),G__Triticum aestivum (bread wheat)_X sp.,S__
CJ_k141_14420,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Anaerospora,S__
CJ_k141_14444,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Chitinophagales,F__uncultured,G__uncultured bacterium,S__
CJ_k141_14447,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Omnitrophia,O__Omnitrophales,F__Omnitrophaceae,G__Candidatus Omnitrophus,S__
CJ_k141_14455,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Lachnospirales,F__Lachnospiraceae,G__Coprococcus,S__
CJ_k141_14459,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Carteria sp. SAG 8-5,G__Carteria sp. SAG 8-5_X sp.,S__
CJ_k141_14462,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Vampirivibrionia,O__Caenarcaniphilales,F__uncultured cyanobacterium,G__uncultured cyanobacterium_X sp.,S__
CJ_k141_14468,Bacteria,Latescibacterota,Bacteria_Latescibacterota,C__uncultured bacterium,O__uncultured bacterium_X,F__uncultured bacterium_XX,G__uncultured bacterium_XXX sp.,S__
CJ_k141_14483,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Holophagae,O__Subgroup 7,F__uncultured soil bacterium,G__uncultured soil bacterium_X sp.,S__
CJ_k141_14488,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__Microtrichales,F__uncultured,G__uncultured actinobacterium,S__
CJ_k141_14492,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Omnitrophia,O__Omnitrophales,F__Omnitrophaceae,G__Candidatus Omnitrophus,S__
CJ_k141_14501,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__uncultured phototrophic eukaryote,G__uncultured phototrophic eukaryote_X sp.,S__
CJ_k141_14506,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_14511,Archaea,Micrarchaeota,Archaea_Micrarchaeota,C__Micrarchaeia,O__Micrarchaeales,F__uncultured euryarchaeote VAL31-1,G__uncultured euryarchaeote VAL31-1_X sp.,S__
CJ_k141_14512,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured Alphaproteobacteria bacterium,S__
CJ_k141_1452,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Verrucomicrobiales,F__Verrucomicrobiaceae,G__Prosthecobacter,S__
CJ_k141_14533,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Anaerolineales,F__Anaerolineaceae,G__Bellilinea,S__
CJ_k141_14538,Bacteria,Marinimicrobia (SAR406 clade),Bacteria_Marinimicrobia (SAR406 clade),C__uncultured marine bacterium,O__uncultured marine bacterium_X,F__uncultured marine bacterium_XX,G__uncultured marine bacterium_XXX sp.,S__
CJ_k141_14546,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__Phycisphaerae,O__Phycisphaerales,F__Phycisphaeraceae,G__SM1A02,S__
CJ_k141_14553,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Staphylococcales,F__Staphylococcaceae,G__Staphylococcus,S__
CJ_k141_14559,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Staphylococcales,F__Staphylococcaceae,G__Staphylococcus,S__
CJ_k141_14561,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__
CJ_k141_1457,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_14570,Bacteria,Myxococcota,Bacteria_Myxococcota,C__Myxococcia,O__Myxococcales,F__Anaeromyxobacteraceae,G__Anaeromyxobacter,S__
CJ_k141_14576,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Staphylococcales,F__Staphylococcaceae,G__Staphylococcus,S__
CJ_k141_14585,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Pedinomonas sp. UTEX 'LB 1027',G__Pedinomonas sp. UTEX 'LB 1027'_X sp.,S__
CJ_k141_14586,Bacteria,Sva0485,Bacteria_Sva0485,C__uncultured delta proteobacterium,O__uncultured delta proteobacterium_X,F__uncultured delta proteobacterium_XX,G__uncultured delta proteobacterium_XXX sp.,S__
CJ_k141_14588,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Cryomorphaceae,G__uncultured,S__
CJ_k141_14589,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__PeM15,F__uncultured actinobacterium,G__uncultured actinobacterium_X sp.,S__
